Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2020-02-12,75.65724182128906,75.74043633057408,75.16103948219266,75.51923806383654,31042000
2020-02-13,75.39618682861328,76.02191687395778,74.92837735428414,75.22729680616945,22914000
2020-02-14,75.66221618652344,75.72797967828164,75.00559231326048,75.45297562350825,23198000
2020-02-18,75.69759368896484,76.25158520613671,75.27761496690005,75.4435174707526,25642000
2020-02-19,75.96810913085938,76.2605518097851,75.77431549389932,76.08418918563441,22746000
2020-02-20,75.57553100585938,76.07770834757048,74.94132496189518,75.67616412195946,25962000
2020-02-21,73.90508270263672,75.27462206552566,73.6574832677561,74.95726817378268,42520000
2020-02-24,70.736572265625,71.55959279941615,70.08543687850549,70.89549627943762,49560000
2020-02-25,69.06563568115234,71.58300697779833,68.77170303202607,71.29156773137504,51580000
2020-02-26,69.27238464355469,70.42819845561333,68.57889939705458,69.49707216060908,49776000
2020-02-27,65.51001739501953,68.2226873655206,65.4746460468317,67.7115398365822,62290000
2020-02-28,66.72063446044922,66.88005259105421,63.18146225933805,63.48536091019855,80198000
2020-03-02,69.06563568115234,69.1229231286208,66.02067405586332,67.32544584408515,55430000
2020-03-03,66.6444091796875,70.15518082920593,66.22193708069483,69.63158149075487,56602000
2020-03-04,68.83049011230469,68.88927512353104,66.60854135808763,67.7025750397975,47598000
2020-03-05,65.50055694580078,67.4370414491301,64.84692814514692,67.03449374191095,54380000
2020-03-06,64.55299377441406,64.90222218354712,62.63345001724397,63.26815022542305,64640000
2020-03-09,60.56993103027344,62.4102598340368,59.68563589792192,60.03038682352592,69252000
2020-03-10,63.52820587158203,63.56208346017073,60.5061600095972,62.49296104143068,54872000
2020-03-11,60.32630920410156,62.61949838943698,59.34187890099212,62.18806372644597,54732000
2020-03-12,55.37675476074219,59.22281313910036,55.22331167410478,55.92825665674984,94326000
2020-03-13,60.494205474853516,60.500682240290445,55.413620095234876,58.537298689662194,79400000
2020-03-16,53.456214904785156,57.06662365270183,53.16128264317409,54.283712845056364,96520000
2020-03-17,55.70107650756836,56.09664189269421,52.26553273663821,54.335030213703156,83194000
2020-03-18,54.36243438720703,55.04994075985991,51.66271785644401,52.80557808968981,93044000
2020-03-19,55.38273239135742,57.42233951228538,52.58686790234642,54.2144668514263,74064000
2020-03-20,53.21757888793945,56.71838820983278,52.91318233474506,56.34075556015403,82878000
2020-03-23,52.5161247253418,53.152816591676384,50.2612982120029,52.62771969397402,83672000
2020-03-24,56.29642105102539,56.46182182723558,54.125290704013324,54.99962362416185,72468000
2020-03-25,54.88204574584961,57.1014970074779,53.95490673143392,56.025897922286106,90324000
2020-03-26,57.935977935791016,58.3624334086797,54.4042821365031,55.53468295067127,76562000
2020-03-27,55.31248474121094,57.344619150620744,55.00061558660406,56.169876906455066,62794000
2020-03-30,57.10847854614258,57.34213242939722,54.726115836178145,56.427448914724714,58736000
2020-03-31,57.88765335083008,58.458083824910496,56.630708544990256,57.2290415631662,65228000
2020-04-01,54.90596008300781,56.267027211100036,54.47701502016982,55.99700615531,51970000
2020-04-02,55.6497688293457,55.93573095399749,54.45908540949232,54.80134294224164,56410000
2020-04-03,54.43765640258789,55.73744511904495,53.55984186349984,55.53418339732919,51374000
2020-04-06,58.94581985473633,59.32245290132051,56.04682865790388,56.44538540428317,63320000
2020-04-07,58.9144287109375,60.818529302753255,58.64988857565713,60.630706908970595,61620000
2020-04-08,60.132015228271484,60.52558895059071,58.98367788811864,59.937719869279775,40334000
2020-04-09,60.110591888427734,60.87880693991357,59.40564692717376,60.688996669217964,54028000
2020-04-13,60.301902770996094,60.50666206471668,58.90297462683948,59.858012475342434,38702000
2020-04-14,63.03300094604492,63.557098207629274,61.205123992561546,61.774562412002986,63358000
2020-04-15,62.63793182373047,63.52521443511321,61.477138918727164,62.100379324447886,42236000
2020-04-16,62.644405364990234,63.4380295511721,61.68638004984677,63.12815206658485,57896000
2020-04-17,63.71901321411133,64.26702585267132,63.071359495228606,63.85352392139879,51050000
2020-04-20,62.82973861694336,63.610409325792794,62.59508889587213,63.26516046997255,35292000
2020-04-21,60.38908767700195,62.274252134815505,60.03237905796215,61.91107055121359,49648000
2020-04-22,62.693233489990234,63.76285379905656,61.6365629106537,61.831356188881415,46296000
2020-04-23,63.32892608642578,64.17486233966723,62.798849973013944,63.05840710504225,34202000
2020-04-24,63.599449157714844,63.65474872324669,61.97533562043183,62.52334827139177,37402000
2020-04-27,63.313480377197266,64.47128575857568,63.02452695217412,64.36666167637333,44186000
2020-04-28,61.406898498535156,64.00597434812428,61.296797284828486,63.92826076316737,80700000
2020-04-29,66.8666000366211,67.76185314940159,66.0968912581043,67.00708958197549,108358000
2020-04-30,67.09178161621094,67.25618653997351,65.83633067228381,66.32755376233852,55842000
2020-05-01,65.62808990478516,67.327435005306,65.24647767611364,65.9653682187632,48872000
2020-05-04,65.90608215332031,65.98430505914773,64.56644077311196,65.17025470993144,30806000
2020-05-05,67.20736694335938,68.30289816133721,66.51040006859995,66.6334510131675,39666000
2020-05-06,67.02851867675781,68.18731999160298,67.01357346407988,67.65475045457835,31732000
2020-05-07,68.21670532226562,68.55149783447298,67.38273056836054,67.81964616153778,30652000
2020-05-08,68.96699523925781,69.57977176792713,68.35272114857746,68.84145089097197,33326000
2020-05-11,69.92601013183594,70.52085390400352,68.52658789517999,68.59085382808611,32718000
2020-05-12,68.5106430053711,70.46106910899933,68.47726333946302,70.15667635511844,33918000
2020-05-13,67.17298889160156,69.01631280049347,66.16065982402091,68.55946518600065,40368000
2020-05-14,67.59795379638672,67.6233591363203,65.92601332371991,66.43516917592565,36660000
2020-05-15,68.405029296875,68.48075120129604,66.70817751319369,67.16951023215769,41544000
2020-05-18,69.00884246826172,69.38647134899308,67.46543379437955,67.83310426795741,47094000
2020-05-19,68.47178649902344,69.37301472678409,68.43990439308666,69.02378631792969,31586000
2020-05-20,70.20350646972656,70.34648942602318,69.12043471161293,69.20711846144812,38262000
2020-05-21,70.08344268798828,70.56718559705264,69.46767107075028,70.29467493775918,30894000
2020-05-22,70.40676879882812,70.59408566129582,69.5453894587064,69.94145276179594,28544000
2020-05-26,70.81179809570312,71.99451473967798,70.71365837687964,71.83758241160733,44590000
2020-05-27,70.75749969482422,71.01008594637463,69.4781408664338,70.74355032318083,31684000
2020-05-28,70.65586853027344,71.96213022057283,69.70132864220743,69.74716011851211,35170000
2020-05-29,71.4171142578125,71.5770341183726,70.54328300946989,70.76497540351438,37044000
2020-06-01,71.48435974121094,71.81865051858213,70.85713217916667,71.02751975128714,25162000
2020-06-02,71.85502624511719,71.88940175563248,70.82376092965848,71.49084500180538,23442000
2020-06-03,71.70257568359375,72.18881201214307,71.32245340395113,71.87445322824456,27732000
2020-06-04,70.45957946777344,71.80570529874512,70.04657922341435,71.5795202176529,26982000
2020-06-05,71.74092864990234,72.05379744790729,70.12677742503232,70.52632996829688,42642000
2020-06-08,72.14048767089844,72.1883108306279,70.96674115496965,71.05642003198895,33878000
2020-06-09,72.34175109863281,73.12491517312255,71.85750646676351,72.0009911440297,33624000
2020-06-10,72.9704818725586,73.37252026786717,72.45535093641756,72.81155785167783,31762000
2020-06-11,69.84182739257812,72.31785251100503,69.66795814990309,71.79125797713891,47144000
2020-06-12,70.39083099365234,71.46643014655847,69.03972605596952,71.0354895960037,36676000
2020-06-15,70.78041076660156,70.99263883796326,69.1094662895663,69.22355465173395,30468000
2020-06-16,72.0622787475586,72.59534244597486,71.19143497162956,72.18831722451682,30648000
2020-06-17,72.36466979980469,72.84592690407887,71.49731538830102,72.3846018167284,30610000
2020-06-18,71.44700622558594,72.38609927120109,71.05442451064926,72.23066449155408,34862000
2020-06-19,70.97471618652344,71.96412575466351,70.69372946412412,71.73993996264775,52784000
2020-06-22,72.27100372314453,72.28545481473795,70.70319331740173,70.9931425733491,29442000
2020-06-23,72.93460083007812,73.4935791055213,71.98903113596465,72.33776540656734,37752000
2020-06-24,71.37625885009766,73.52297212297677,71.24174433717035,72.89973548311546,31592000
2020-06-25,71.79473876953125,71.85551545856381,70.720629569588,71.30251980582155,23958000
2020-06-26,67.88092041015625,71.59146814297863,67.50528324968963,71.37276330008744,97640000
2020-06-29,69.60617065429688,69.64752464958299,67.33839053044488,67.7713227704338,45074000
2020-06-30,70.64639282226562,70.94281884489254,69.09601341869805,69.59172159199339,40286000
2020-07-01,71.83956909179688,72.16240389341202,70.4535946200705,70.7021974861631,42182000
2020-07-02,73.23103332519531,74.15718040763036,72.2914385919885,72.3298050665194,57218000
2020-07-06,74.71166229248047,75.22729491318063,73.58225733217644,74.13874222626067,44712000
2020-07-07,74.22692108154297,75.79124990468137,74.21595923259059,74.53630064372297,42364000
2020-07-08,74.908447265625,75.28558199438875,74.3454856346696,74.76895355913219,31766000
2020-07-09,75.65872955322266,76.18083893904442,74.50940017796016,75.22380563879062,41836000
2020-07-10,76.67256164550781,76.78864170854999,74.7649792761814,75.38921178808522,35918000
2020-07-13,75.3384017944336,78.53331741345096,75.05592510143445,77.21708959553256,42954000
2020-07-14,75.7683334350586,75.86498319457694,74.02814364430351,74.36990704594152,38108000
2020-07-15,75.57005310058594,76.53903647589908,74.62099414042883,75.88640355335926,31026000
2020-07-16,75.472412109375,75.52173283177987,74.14472076367511,74.80383049169487,26484000
2020-07-17,75.56855773925781,75.89637177199131,74.63444396372523,75.57154526134265,34264000
2020-07-20,77.90957641601562,78.16714187775806,74.86361891146494,75.47639543898973,30166000
2020-07-21,77.51499938964844,79.06588061391737,77.35059445549066,78.96524749243123,27486000
2020-07-22,77.95988464355469,78.06599868334108,76.88278799026335,77.50453461968445,24482000
2020-07-23,75.56358337402344,78.23390376206329,75.15705228933547,78.01370132498344,33910000
2020-07-24,75.13812255859375,75.4978187147444,74.11084821614986,74.68875512451017,29902000
2020-07-27,76.1952896118164,76.60032314036948,75.34338203855711,75.38971524094691,27124000
2020-07-28,74.91094207763672,76.02490006928045,74.75500559506845,75.97458351011703,30910000
2020-07-29,75.90035247802734,76.38957630642854,74.87905326549283,74.97819642494973,22676000
2020-07-30,76.64067077636719,76.76621511310496,74.48846911485644,74.62796282234285,36042000
2020-07-31,74.12877655029297,74.97919408732075,72.43740576365673,74.58213492227172,91468000
2020-08-03,73.8702163696289,74.6160098313244,73.3202082301425,74.28073079284519,45482000
2020-08-04,73.39891815185547,74.3858418003166,72.93709137089841,74.06699796515592,37212000
2020-08-05,73.6873779296875,74.23090931074083,73.29529795709186,73.57429299507842,29134000
2020-08-06,74.97570037841797,75.0414638688501,73.32917292799154,73.54090688926841,33306000
2020-08-07,74.64790344238281,75.72997944167348,74.04508530696614,75.17947715397163,27718000
2020-08-10,74.5706787109375,75.08530788975622,73.60766276318256,74.27076342552382,20546000
2020-08-11,73.75961303710938,75.2492157961146,73.64253714599549,74.43017867772018,31098000
2020-08-12,75.08979034423828,75.31049447767546,73.98180739873705,74.08742732192708,22512000
2020-08-13,75.55859375,76.57093045908631,75.13812091037408,75.13812091037408,22388000
2020-08-14,74.95977020263672,75.71503560697212,74.67928518835669,75.40714596693718,21942000
2020-08-17,75.53816986083984,75.9138146755014,74.9782032851523,75.52472220977971,19990000
2020-08-18,77.50802612304688,77.58723726473458,75.80868867138717,76.03038104423156,28378000
2020-08-19,76.95154571533203,78.15966773297319,76.72187900212155,77.34411980521735,30472000
2020-08-20,78.52783203125,78.72312323476095,76.4458788058098,76.72038115531467,26382000
2020-08-21,78.49395751953125,79.30651031281674,77.83335025134366,78.30613132210684,34838000
2020-08-24,78.97122192382812,80.14845763456078,78.4675469972095,79.33589725744946,25638000
2020-08-25,80.00248718261719,80.15343686372387,78.60903241627476,78.71963154557028,25150000
2020-08-26,81.9095687866211,82.34101106223622,79.75986802379185,80.02490608104357,52188000
2020-08-27,81.13188934326172,82.10186853182472,80.64813884839977,82.03311751863201,31350000
2020-08-28,81.67542266845703,81.77107659377141,80.98692421691736,81.1792279083008,22418000
2020-08-31,81.18221282958984,81.92800630889975,80.97297225024275,81.88167310885905,26422000
2020-09-01,82.45509338378906,82.66134643712245,81.18221131603306,81.31323658609256,22652000
2020-09-02,85.55933380126953,85.99326184572126,82.70966367213177,83.09925020291392,49522000
2020-09-03,81.18121337890625,84.69298091600302,80.0951464942045,84.66906553604466,63726000
2020-09-04,78.77494049072266,81.45422340222592,76.62074691855972,80.15941758540397,55850000
2020-09-08,75.90483856201172,77.49656444782057,75.55111747525575,75.97458541832226,54032000
2020-09-09,77.08206939697266,77.65448770191628,75.98304905699106,77.16526389802581,39242000
2020-09-10,76.02689361572266,78.39879605198924,75.72548837275342,77.22904054800122,33024000
2020-09-11,75.51425170898438,76.65710424434029,74.38135757977268,76.13151325135439,30706000
2020-09-14,75.16899871826172,77.56879974493008,74.98367354101607,76.30587620432017,42660000
2020-09-15,76.47875213623047,77.26938879198397,75.83011019321296,76.1185618969855,23042000
2020-09-16,75.3314208984375,77.43778367605645,75.30650967657043,76.84543328535601,22128000
2020-09-17,74.08344268798828,74.6623454300348,72.85888546754985,74.02216427474603,40008000
2020-09-18,72.29242706298828,74.48996606174869,71.32244788364751,74.14621099905342,63056000
2020-09-21,71.24872589111328,71.74292896409321,69.88068396867533,71.32245611530352,56908000
2020-09-22,72.72735595703125,72.93411073010083,71.2168328603775,72.25407316357077,33950000
2020-09-23,70.21495819091797,72.39156930532971,69.8806750211675,72.34224858842106,37726000
2020-09-24,70.88602447509766,71.6397921897541,69.85426519606516,69.88067397657987,34552000
2020-09-25,71.69310760498047,72.03585923361521,70.12977461323118,70.99513733495901,30326000
2020-09-28,72.66956329345703,73.38347461301063,72.05280345095021,73.33365977505386,30784000
2020-09-29,73.03623962402344,73.33415562365097,72.43740489907678,72.93112141930668,31816000
2020-09-30,73.01531219482422,74.04159062936886,72.52509251682595,72.78315208556084,40924000
2020-10-01,74.12628936767578,74.48349973165284,73.5732936680054,73.915057097324,32884000
2020-10-02,72.5171127319336,73.68438235389186,72.1061042288928,72.71788484012917,31222000
2020-10-05,73.87370300292969,73.96686351696191,72.74080881723337,72.86834483876896,21602000
2020-10-06,72.28894805908203,73.95789339284698,71.98953449985271,73.50852599429614,26096000
2020-10-07,72.69348907470703,73.1832146889394,71.40266655756827,72.7019575223531,36108000
2020-10-08,73.90359497070312,74.13275995762241,73.0078400755712,73.0078400755712,26076000
2020-10-09,75.24971008300781,75.31945693732641,74.08144457179348,74.37338551928684,32966000
2020-10-12,77.94692993164062,79.13412396919452,76.18879995044458,76.62223387226929,55344000
2020-10-13,78.07049560546875,78.97173150306381,77.65002274504297,78.56570213473394,39072000
2020-10-14,77.88964080810547,78.90645495748937,77.01580961564979,78.44563158309474,33174000
2020-10-15,77.49258422851562,78.28620846255698,76.7781787431495,76.9460653245229,31210000
2020-10-16,78.10187530517578,78.60056342329273,77.60168962514257,77.80943263046109,34194000
2020-10-19,76.22119140625,78.91044782578675,75.87096715362827,78.51189109073204,29734000
2020-10-20,77.27388000488281,78.40777009705141,75.75040333901116,75.88043277067209,41670000
2020-10-21,79.01307678222656,80.46531667906677,78.0739837449452,78.20899238494292,60322000
2020-10-22,80.04283142089844,80.37960798558139,78.58910180213225,78.96374311487817,30512000
2020-10-23,81.35408782958984,81.41088115636,80.30438812044022,80.46082633106839,30548000
2020-10-26,78.92837524414062,81.1846916659165,78.10585648871245,80.45832854576939,35826000
2020-10-27,79.65524291992188,79.8106776850853,78.56469855934021,79.15954231999152,25902000
2020-10-28,75.26715087890625,77.40988073140537,75.15157254606702,77.22057217953115,45174000
2020-10-29,77.56282806396484,79.15006883310937,75.55360932054283,75.57702297863642,55406000
2020-10-30,80.51362609863281,83.76235480157268,79.78925464364642,83.07086129202403,99878000
2020-11-02,80.92265319824219,82.61252643628038,80.4204682214181,80.8837926057364,44228000
2020-11-03,81.98579406738281,82.65038470624353,80.31435526225587,81.24348984429479,31432000
2020-11-04,86.97720336914062,88.18183610365294,84.8424402415851,84.9709721050456,71342000
2020-11-05,87.80669403076172,89.26740226984975,86.7370699129325,88.20275735544595,39758000
2020-11-06,87.66869354248047,88.10560911915599,86.52035245630073,87.25070653972269,28622000
2020-11-09,87.75289154052734,90.51637235151792,87.56009373587862,89.47465453904104,53440000
2020-11-10,86.57217407226562,87.65126251758112,85.4960731491163,86.17611073287821,43022000
2020-11-11,87.04595184326172,87.8266148903884,86.83820124035478,87.10423512740996,31838000
2020-11-12,86.82624816894531,87.93024780902479,86.58462376759071,86.78539589482608,26474000
2020-11-13,88.29293060302734,88.5355508426952,86.48548735624237,87.08431448870246,29744000
2020-11-16,88.38111114501953,89.3929460898464,87.74840262917563,87.88839806390286,25468000
2020-11-17,87.76484680175781,88.53605320268133,87.6567410725559,88.07372465767033,21314000
2020-11-18,86.71764373779297,87.93124671158115,86.6145172082062,87.51475723030441,20108000
2020-11-19,87.61090087890625,87.85601451986335,86.18855911636818,86.34847896703232,20106000
2020-11-20,86.50540924072266,88.0986326654224,86.43665822607944,87.78178049366831,27694000
2020-11-23,86.06600189208984,86.98417459885138,85.20014502917995,86.69671872564506,22530000
2020-11-24,87.8764419555664,88.00497382203966,85.72573772498068,86.0630160459935,27984000
2020-11-25,87.88789367675781,88.19926492092006,87.10224382118727,88.07123478190198,19600000
2020-11-27,89.02826690673828,89.5259668140809,87.90832618719449,87.90832618719449,14790000
2020-11-30,87.40315246582031,88.69546472193882,87.07633429808473,88.4618146660326,32418000
2020-12-01,89.44375610351562,90.75699628353414,87.8330940434532,88.01394175019428,37350000
2020-12-02,90.91890716552734,91.30600791613693,88.93609717998572,89.44375546572586,29424000
2020-12-03,90.76298522949219,91.85850886844305,90.52185493709996,90.69821757214093,24728000
2020-12-04,90.85862731933594,91.1445856115015,90.35195729963404,90.68226470726584,20544000
2020-12-07,90.52335357666016,91.1341384390011,89.8263790772547,90.44961574992479,22288000
2020-12-08,90.23937225341797,90.47053652120316,89.2404984455747,90.09938442115568,19936000
2020-12-09,88.57191467285156,91.08829757012232,87.78177973255339,90.19104514431577,31728000
2020-12-10,88.06327056884766,88.42894177680988,86.36343120038366,87.81168014208181,28688000
2020-12-11,88.41947174072266,88.5445219658633,87.32045890491517,87.68214672631133,18628000
2020-12-14,87.29653930664062,89.16675845576526,87.1406028237001,88.21620955020055,33050000
2020-12-15,87.73594665527344,87.88141540591312,86.7689549942617,87.6751623675375,21352000
2020-12-16,87.54214477539062,88.13599266663238,87.13711890914348,88.13599266663238,24676000
2020-12-17,86.71116638183594,88.01643990698383,86.24486206160009,87.8779420277452,34880000
2020-12-18,85.9992446899414,87.10224849458629,85.44027398235032,86.9931469238835,85256000
2020-12-21,86.41473388671875,86.53629486272519,84.39405917743379,85.14782693035072,33974000
2020-12-22,85.70033264160156,86.31759423712306,84.98094036053182,86.15418514024587,20370000
2020-12-23,86.09938049316406,86.89051128625628,85.7491486524078,85.88516072253306,22974000
2020-12-24,86.39481353759766,86.80582207984264,85.90608380986222,86.13774220253009,9312000
2020-12-28,88.37761688232422,89.02726225465624,86.77642679040835,86.93036398590236,27650000
2020-12-29,87.57054901123047,89.10050235919063,87.43852790533303,89.03872983045667,19726000
2020-12-30,86.49893951416016,88.06874940836167,86.08793095476278,87.93124736788634,21026000
2020-12-31,87.31548309326172,87.557601623684,86.49096497190563,86.54975758459906,21070000
2021-01-04,85.99476623535156,87.80619285085264,85.04869477317573,87.68214606917775,37324000
2021-01-05,86.6882553100586,87.02602776352693,85.5349349051703,85.94295594060476,20360000
2021-01-06,85.83283996582031,86.88353542794194,84.49867961477806,84.70592848888685,46588000
2021-01-07,88.39656829833984,88.56993581862218,86.02615553231513,86.02615553231513,41936000
2021-01-08,89.56681823730469,89.64304186186305,87.74292457089996,88.53705052477349,35484000
2021-01-11,87.497314453125,88.89674428175523,87.29056728433751,88.53006966005195,34796000
2021-01-12,86.5577163696289,88.0757119949811,85.5090201510068,86.95278383812753,29528000
2021-01-13,87.04695129394531,87.5023013481082,86.05404491707665,86.05404491707665,23432000
2021-01-14,86.2333984375,88.0582879688526,85.99177402952512,87.12765580672892,29212000
2021-01-15,86.0689926147461,87.0653806618715,85.27637182228375,86.13873947397137,31444000
2021-01-19,88.90122985839844,89.8662298949034,86.32855525362069,86.83521771183466,41660000
2021-01-20,93.66395568847656,94.64290501597866,90.64689312503408,90.98864889788746,64152000
2021-01-21,93.86722564697266,96.25506928897141,93.6310821611839,94.34051606112435,58634000
2021-01-22,94.28620147705078,94.87556430668273,93.48610051893715,94.23139983329403,32744000
2021-01-25,94.37188720703125,95.74391995060923,92.62223321351706,95.29155743989047,50586000
2021-01-26,95.05292510986328,95.44151582904261,93.46767596818985,93.95889149093976,31462000
2021-01-27,90.61849975585938,93.68388743518035,89.53941134895017,93.40689168755647,82512000
2021-01-28,92.3253173828125,94.05852868409468,91.21932607485262,91.21932607485262,55278000
2021-01-29,91.03797149658203,92.04332962559052,89.75263771585273,91.36976887020839,44530000
2021-02-01,94.3116226196289,95.43106164858229,91.89637432349734,91.89637432349734,40252000
2021-02-02,95.60941314697266,97.11644703413343,94.97421120303801,95.31099541206561,66332000
2021-02-03,102.5721664428711,104.95054563104247,100.31385067069165,102.90745307233418,97882000
2021-02-04,102.31062316894531,103.0912862757539,101.3874636169975,102.65885574591957,48596000
2021-02-05,104.06426239013672,104.41847761913148,102.12977714218258,102.60604747712506,29866000
2021-02-08,103.84953308105469,105.3680304528695,102.7948618010392,104.62073945674986,28828000
2021-02-09,103.39469146728516,104.5465143004099,103.12616415548071,103.36529516123974,21892000
2021-02-10,103.94718170166016,104.5649450130785,102.24136741179713,103.7807850841294,25102000
2021-02-11,104.06026458740234,104.32181337866476,103.06935758019877,104.17236127042146,20480000
2021-02-12,104.37313842773438,104.59582664089332,103.30400846982873,103.61289391276202,18990000
2021-02-16,105.15381622314453,106.86959656226462,104.20973641979121,104.20973641979121,31004000
2021-02-17,105.54837799072266,105.73868998579213,104.04034832641678,104.32082571287907,20294000
2021-02-18,104.91018676757812,105.71627037013532,104.28844011289254,104.86983621624395,22546000
2021-02-19,104.06326293945312,105.54638902312479,103.79523735548331,105.00884029321222,37938000
2021-02-22,102.34200286865234,103.64079961329027,102.03013748467448,102.30912492140787,29466000
2021-02-23,102.63394165039062,103.25070912204706,99.15206448655958,100.33577698787235,34658000
2021-02-24,103.81416320800781,104.03885071091864,101.01033197264503,101.13537459318772,22608000
2021-02-25,100.43341827392578,103.77380989746867,99.9621271839074,102.4251983982703,41548000
2021-02-26,100.73033905029297,102.45458773490998,99.68911542657376,101.13088744744117,40042000
2021-03-01,103.10922241210938,103.4365347187737,101.35358570003427,102.03013401200471,26060000
2021-03-02,102.85115814208984,104.35869373421451,102.46207329492115,102.86909087667888,25564000
2021-03-03,100.20723724365234,103.42457021471338,99.33987527190384,102.2269160378579,33892000
2021-03-04,101.32917022705078,103.35482407898712,99.90931435204482,100.37960958790299,49216000
2021-03-05,104.47476959228516,104.92961791711122,101.02278293828931,102.68525911486967,53100000
2021-03-08,100.01244354248047,105.30525296763314,99.89735933199495,103.82661965093199,36868000
2021-03-09,101.6495132446289,102.82325975945281,101.41237392395553,102.11732272226696,33920000
2021-03-10,101.44176483154297,102.69770994837371,100.60180744400728,102.69770994837371,27100000
2021-03-11,104.64764404296875,105.18220523776341,102.4511083758253,102.53928968782215,27702000
2021-03-12,102.12977600097656,103.50529050639058,101.25395308684375,103.44550965546584,33818000
2021-03-15,102.3509750366211,102.37837205955384,101.02329128349324,101.87968390710904,26168000
2021-03-16,103.81815338134766,105.3022676536513,102.59259279482953,102.92638186307474,31900000
2021-03-17,103.73495483398438,104.57092129429357,101.83683684248199,103.04993805951717,26382000
2021-03-18,100.70195007324219,103.06388655356882,100.59433846350339,102.03909806206923,31700000
2021-03-19,100.98193359375,101.48411097131711,99.78477343705302,101.11993734961365,46072000
2021-03-22,101.16776275634766,102.04707490789406,100.33627376484465,101.01531550606788,33536000
2021-03-23,101.69783782958984,102.8327237478334,101.03374890974982,101.62908681148028,28510000
2021-03-24,101.25942993164062,103.0065906053198,101.08356142573824,102.21745147719271,25218000
2021-03-25,101.25593566894531,101.91255193489722,99.44399982946481,101.08604981741834,35616000
2021-03-26,100.87083435058594,101.60118083384282,99.83059898478972,101.22255614176294,27978000
2021-03-29,101.9200210571289,102.09040862406913,99.91030829514433,100.74279302982764,26492000
2021-03-30,101.95391082763672,102.76098268873136,101.43977576639969,102.27823561365267,27312000
2021-03-31,102.7535171508789,103.93623388287119,101.9803190235488,102.34898535182008,42570000
2021-04-01,106.10436248779297,106.40178437315846,104.193792712741,104.23464498652896,39880000
2021-04-05,110.54725646972656,111.04694804336208,106.87307563358485,106.96972539348022,48510000
2021-04-06,110.06400299072266,110.99762260350207,109.69185505974016,110.14670337558955,35240000
2021-04-07,111.54712677001953,111.81963741783686,110.25530862293077,110.25530862293077,24134000
2021-04-08,112.11507415771484,113.17921735300315,111.74541201319593,112.79112075301705,28664000
2021-04-09,113.12342071533203,113.28782565198276,111.45895281366761,111.86647971286347,26146000
2021-04-12,111.82562255859375,112.43690147795414,110.9886526996113,112.29890533032506,25024000
2021-04-13,112.3143539428711,112.76472481500824,111.7474088902255,112.1429781146753,25682000
2021-04-14,111.69061279296875,112.96200490633524,111.39718186658429,112.96200490633524,21002000
